8,2489128112793
-9,87577438354492
5,14689922332764
8,24848556518555
2,81530356407166
4,2650842666626
-9,66548919677734
-8,22916984558105
7,19713640213013
5,94419956207275
-0,137313842773438
-9,7121639251709
-1,38683700561523
7,01653671264648
7,89648056030273
9,9646167755127
-6,4088077545166
2,64681315422058
2,80449628829956
9,26830291748047
-0,138598442077637
0,375886917114258
-5,80939102172852
0,944231986999512
-5,2224178314209
-4,87499618530273
-3,00983047485352
5,47780990600586
8,14579200744629
-6,27949905395508
-9,74530410766602
6,18815898895264
4,43051528930664
3,08278274536133
2,70129179954529
-3,74444580078125
6,54416608810425
-0,547786712646484
7,10631370544434
0,444511413574219
-2,73591423034668
-7,36797523498535
-5,80748748779297
-6,12865877151489
-2,38445854187012
-8,07540130615234
-2,39396190643311
-9,57568740844727
6,66617918014526
3,73164629936218
3,8045859336853
-0,410519599914551
-1,61427593231201
-7,42302370071411
2,71468353271484
-1,95373153686523
-7,42799758911133
6,87972593307495
-8,81110191345215
-0,292879104614258
-4,26538372039795
-2,57779693603516
-1,49058246612549
8,71874046325684
0,0139484405517578
6,24360275268555
9,56611442565918
-5,44585704803467
-3,19676780700684
-7,01913642883301
-9,69323348999023
6,00546836853027
-0,345267295837402
-4,3654956817627
-1,70565509796143
6,12993621826172
-1,24860668182373
-8,38911819458008
2,96128034591675
8,53665828704834
-7,99387407302856
3,25642347335815
-1,88728713989258
1,01707553863525
7,38895416259766
9,21245765686035
9,77218151092529
9,03913497924805
1,53942680358887
1,16678619384766
9,87921142578125
-2,43543720245361
4,4060492515564
9,82464981079102
3,85843253135681
-2,7221736907959
9,07662391662598
2,76599860191345
7,49690246582031
-8,10054779052734
-3,84396934509277
-7,89234924316406
1,54105567932129
-1,60863018035889
-4,91251373291016
8,02989482879639
-2,0389232635498
-6,00064468383789
3,43454122543335
-0,995458602905273
1,96303462982178
-3,19017028808594
6,37559652328491
1,57949352264404
5,2649450302124
-8,75661468505859
-2,48365783691406
-7,46138763427734
7,22666215896606
-5,9581470489502
-3,66431140899658
-4,95768928527832
2,69188117980957
0,385245323181152
-2,64383220672607
-3,85029411315918
-2,11680316925049
-0,153108596801758
-8,47616004943848
-8,73882102966309
5,30838203430176
-2,52017116546631
8,49453163146973
2,00237846374512
2,03797721862793
-6,46851015090942
-7,223228931427
-1,51126480102539
6,46936178207397
-4,09417247772217
-3,43117809295654
5,76634407043457
5,46000003814697
-9,41822814941406
-6,85626220703125
-1,99605369567871
1,15275287628174
-1,09910869598389
-0,305868148803711
5,16307592391968
-0,720428466796875
6,77042436599731
-9,64497566223145
5,39912939071655
3,74515724182129
4,16551780700684
9,8683500289917
-3,94342803955078
4,55913066864014
-9,24453544616699
4,1675853729248
-5,55064678192139
6,10088109970093
-8,05524635314941
5,96389961242676
-3,18572902679443
-5,26228141784668
-6,65481567382813
-0,0170936584472656
-6,83688688278198
4,57663297653198
-8,75286483764648
6,92578506469727
9,06739044189453
-8,42710113525391
8,24522399902344
-1,75451374053955
8,89075469970703
8,0731201171875
9,44035530090332
-8,34228324890137
-1,12412071228027
-2,31449031829834
-5,78441429138184
-4,75131893157959
3,4188289642334
0,633874893188477
-9,02986907958984
-6,14466142654419
4,49664115905762
-4,02415370941162
4,70223426818848
-8,75239181518555
9,54458045959473
-3,06630229949951
-3,99617576599121
-0,264338493347168
3,92973875999451
1,58879375457764
7,85842132568359
9,70459938049316
4,68806982040405
-4,99489402770996
4,8562479019165
-2,10433387756348
2,9160258769989
-6,60866546630859
5,00930309295654
-8,90805244445801
-1,52650928497314
-2,05316638946533
-0,590027809143066
5,67611217498779
-5,75228881835938
0,550166130065918
4,86778020858765
-0,944088935852051
-4,50107479095459
9,83422088623047
-4,7897253036499
-4,5991096496582
-1,70516109466553
-3,12293910980225
6,59332704544067
5,00859022140503
1,64231395721436
9,48641204833984
-7,19590711593628
7,17698097229004
-4,35585117340088
1,43824481964111
-6,70925903320313
4,74662303924561
-8,39780616760254
-4,00499248504639
-1,83524703979492
-5,53717422485352
0,783924102783203
7,46473503112793
0,657983779907227
-8,76657676696777
3,45469927787781
-6,75754976272583
-1,59792041778564
9,86644268035889
-5,70900917053223
3,32750082015991
1,82442092895508
-4,1164026260376
0,878044128417969
-2,50857257843018
-5,09429454803467
4,56254720687866
9,71070098876953
9,74555969238281
9,30988502502441
0,436662673950195
8,77374458312988
-3,49825286865234
-1,28299331665039
3,43448400497437
0,413636207580566
-8,37908172607422
2,18383884429932
-6,57746505737305
2,05364322662354
1,27645397186279
-4,08858394622803
7,31682968139648
-7,09676313400269
2,20499897003174
-7,44252395629883
-7,83811378479004
-4,89089584350586
-0,736166000366211
1,43310642242432
6,10292816162109
-1,9521484375
1,85258007049561
7,39347219467163
-5,14190196990967
-8,53388214111328
9,77466583251953
3,29216194152832
